Status,ACCURACY,RUNTIME,recent_samples_size,n_samples,n_permutations,update_interval,n_consecutive_deviations
Completed,0.61,294,1910,928,1000,198,3
Completed,0.43,34,5000,1,1000,250,5
Completed,0.61,407,3862,1,2,88,1
Completed,0.6,321,4466,1854,1000,250,3
Completed,0.61,405,1796,1236,1000,187,1
Completed,0.32,382,3008,4883,534,147,10
Completed,0.59,193,4284,76,356,52,7
Completed,0.57,301,656,3312,962,206,2
Completed,0.31,205,985,2481,264,139,8
Completed,0.5,92,93,990,684,242,1
Completed,0.58,147,2489,698,424,187,2
Completed,0.6,571,1765,3604,208,151,2
Completed,0.51,111,3136,371,595,122,7
Completed,0.5,371,4418,4550,292,217,9
Completed,0.32,81,488,1302,902,63,5
Completed,0.47,270,457,4458,110,168,6
Completed,0.42,126,4640,1529,717,73,3
Completed,0.32,224,4969,2986,10,22,7
Completed,0.42,140,3687,1930,815,176,8
Completed,0.31,204,1370,3921,488,81,5
Completed,0.56,202,1937,1632,143,118,3
Completed,0.29,157,2612,2692,754,92,6
Completed,0.35,192,3890,2263,74,246,10
Completed,0.3,233,1207,4251,744,26,3
Completed,0.41,44,902,298,45,69,9
Completed,0.55,248,4160,3228,657,164,5
Completed,0.58,2256,2937,1863,460,3,1
Completed,0.6,798,3921,4170,936,110,1
Completed,0.56,149,2697,927,243,198,4
Completed,0.32,139,2204,2601,568,44,9
Completed,0.32,44,1680,589,789,14,10
Completed,0.62,347,1780,1231,1000,187,2
Completed,0.61,795,5000,5000,1000,139,2
Completed,0.32,369,1,5000,2,150,2
Completed,0.55,90,1162,1,2,250,2
Completed,0.61,648,4012,5000,1000,152,2
Completed,0.61,390,5000,1882,2,185,2
Completed,0.61,357,5000,2689,1000,216,2
Completed,0.32,13,5000,1,1000,84,8
Completed,0.6,641,5000,4000,2,181,2
Completed,0.6,535,5000,4957,2,250,2
Completed,0.59,551,5000,5000,2,159,1
Completed,0.59,181,4067,1,1000,250,2
Completed,0.61,362,5000,1392,2,250,2
Completed,0.54,49,1750,1,361,8,4
Completed,0.31,277,1,5000,2,194,1
Completed,0.59,486,4586,1,591,250,1
Completed,0.59,163,1600,1,671,116,2
Completed,0.3,17,317,1,1000,250,6
Completed,0.32,13,22,1,1000,250,8
Completed,0.49,30,4031,1,1000,121,5
Completed,0.58,138,638,1,2,250,1
Completed,0.4,24,664,1,1000,250,4
Completed,0.52,56,4737,1,1000,250,3
Completed,0.32,12,1,1,344,250,10
Completed,0.3,12,503,1,1000,250,7
Completed,0.32,16,5000,1,1000,250,9
Completed,0.6,251,3136,1,1000,250,1
Completed,0.39,203,540,2382,1000,250,5
Completed,0.57,147,1832,1,1000,53,2
Completed,0.47,386,483,5000,1000,250,7
Completed,0.49,51,1284,1,1000,125,3
Completed,0.45,25,3389,1,1000,250,4
Completed,0.38,29,865,1,1000,250,5
Completed,0.3,411,4059,5000,1000,88,7
Completed,0.3,71,1,941,1000,250,5
Completed,0.41,28,5000,1,1000,199,6
Completed,0.49,31,4204,1,1000,181,4
Completed,0.59,152,1404,1,1000,144,2
Completed,0.56,68,4425,1,1000,171,3
Completed,0.6,262,1255,738,2,206,2
Completed,0.32,16,2679,1,1000,148,9
Completed,0.33,20,2994,1,1000,165,8
Completed,0.6,308,1217,137,1000,207,2
Completed,0.6,429,3662,2782,2,250,1
Completed,0.6,372,1188,2693,2,250,1
Completed,0.34,14,3695,1,1000,38,9
Completed,0.61,377,3714,1245,2,219,2
Completed,0.6,365,1305,1208,2,216,1
Completed,0.39,17,3547,1,1000,45,8
Completed,0.32,87,3993,1456,1000,33,8
Completed,0.61,334,1574,1947,755,204,2
Completed,0.58,438,1073,5000,152,250,5
Completed,0.32,11,1,1,1000,130,10
Completed,0.62,396,1613,1943,1000,250,1
Completed,0.48,137,5000,1392,1000,114,5
Completed,0.39,27,3090,1,282,14,5
Completed,0.31,21,2099,1,261,42,4
Completed,0.58,1307,2277,1,104,6,1
Completed,0.61,276,4368,104,352,149,5
Completed,0.35,21,3553,1,151,68,6
Completed,0.54,1667,2553,1,883,2,1
Completed,0.6,565,1930,5000,721,250,1
Completed,0.48,36,4503,1,105,138,5
Completed,0.52,53,2139,1,147,52,1
Completed,0.54,128,2286,1,2,39,1
Completed,0.44,32,3925,1,229,105,6
Completed,0.59,399,1800,1,527,152,1
Completed,0.56,96,2277,1,276,85,1
Completed,0.38,24,2314,1,268,70,3
Completed,0.29,16,2040,1,349,75,4
Completed,0.4,22,3750,1,161,25,7
Completed,0.42,29,3644,1,538,27,6
Completed,0.61,617,4201,1345,284,250,1
Completed,0.47,53,4291,1,474,157,5
Completed,0.49,63,3377,1,46,51,5
Completed,0.43,56,3908,1,87,120,6
Completed,0.6,655,1429,4833,664,250,2
Completed,0.42,27,4221,1,75,173,6
Completed,0.59,909,2107,1,2,2,1
Completed,0.33,15,4208,1,126,199,7
Completed,0.31,17,2048,1,173,46,3
Completed,0.55,2728,2612,1,1000,2,1
Completed,0.4,38,3640,1,105,88,7
Completed,0.38,24,4149,1,195,151,6
Completed,0.38,24,4390,1,325,187,6
Completed,0.36,18,4212,1,155,15,9
Completed,0.53,356,2137,5000,368,250,1
Completed,0.43,27,1176,1,208,12,4
Completed,0.58,306,1257,1,805,250,1
Completed,0.48,50,2362,1,2,62,2
Completed,0.58,1077,2097,1478,913,2,1
Completed,0.46,30,1036,1,295,44,4
Completed,0.5,40,3493,1,283,65,4
Completed,0.61,371,1330,1,2,74,1
Completed,0.56,94,1088,1,2,67,2
Completed,0.59,489,1724,1,1000,198,1
Completed,0.51,61,1608,1,1000,181,3
Completed,0.6,436,1723,1,2,82,1
Completed,0.42,30,1585,1,1000,196,4
Completed,0.59,178,1744,1,1000,187,2
Completed,0.59,159,4452,1,2,78,2
Completed,0.31,300,1,5000,1000,250,10
Completed,0.6,271,1346,1,2,184,1
Completed,0.6,276,5000,1235,1000,250,4
Completed,0.32,12,1,1,774,46,10
Completed,0.32,16,1,1,603,18,6
Completed,0.5,54,1720,1,1000,213,3
Completed,0.4,338,5000,5000,1000,192,10
Completed,0.51,406,5000,5000,1000,250,10
Completed,0.44,311,2303,5000,2,72,1
Completed,0.6,306,1374,1,1000,174,1
Completed,0.59,224,899,1,2,72,1
Completed,0.6,391,4055,1,2,114,1
Completed,0.61,344,1665,1,2,103,1
Completed,0.43,30,4275,1,1000,87,4
Completed,0.61,295,1253,1,2,58,1
Completed,0.57,127,1198,1,1000,78,2
Completed,0.6,294,1429,1422,2,165,1
Completed,0.44,26,1111,1,1000,150,4
Completed,0.57,86,1171,1,2,53,2
Completed,0.6,266,1286,1,1000,74,1
Completed,0.57,372,4453,2704,1000,218,4
Completed,0.51,54,4428,1,1000,64,4
Completed,0.57,132,1212,1,2,158,2
Completed,0.6,262,1723,2572,2,195,2
Completed,0.59,148,3613,1,447,159,2
